2018-10-23 07:32,大连地铁微博会员特权置顶早安大家要的首末车时间在此奉上二哈二哈如有运营时间变动我们会及时更新这个时间表的也欢迎大家关注大连地铁微信公众号点击菜单栏里的站点查询功能也可以看最新的首末车时间酷酷随着樱花节的到来我们还增加了樱花主题车厢时刻表
2018-12-14 12:19,地铁里不要吃东西可怜一下周围其他乘客的嗅觉和饥肠辘辘的肚子喵喵喵喵
2018-12-14 11:47,致敬尽职尽责的公安干警作揖作揖期待亮化行动新战果进地铁进车厢清除假乞丐扫黑除恶大连公安大连公安中国赞中国赞
2018-12-14 10:26,#小兴的新生活#,大连地铁小兴的新生活温顺后的小兴那个小谁家的那个小谁来给本喵来个大宝剑阳光明媚的让本喵舒服一哈喵喵喵喵大连地铁的微博视频大连地铁的微博视频大连宠爱天下论坛大连宠爱天下论坛新浪大连新浪大连新闻大连新闻大连大连成大连成半岛晨报半岛晨报
2018-12-14 10:17,#小兴新生活#,半岛晨报半岛晨报大连宠爱天下论坛大连宠爱天下论坛大连成大连成新闻大连新闻大连新浪大连新浪大连
2018-12-14 10:10,#小兴新生活#,大连地铁小兴新生活两天前小兴被好心的大连宠爱天下论坛大连宠爱天下论坛带回收养今天他们发来了小兴的最新情况小兴田园猫性别男年纪未满一周岁身长体重偏胖小兴寄语想我不我挺好只是过惯了咸鱼野合的生活现在有些不适应今天状态一般摄影师你就别照了行不喵喵喵喵
2018-12-14 09:09,这就是传说中的带路党和带节奏吧允悲允悲允悲允悲允悲允悲
2018-12-14 08:30,#今日早高峰#,大连地铁今日早高峰今晨两条线路客流比较平稳地铁一号线客流主要集中在大连北站去往西安路站方向以及河口站去往西安路站方向二号线虹港路站客流相对较为密集截至时分一号线进出站客流人次二号线进出站客流人次争做文明大连人绿色出行我代言祝大家出行愉快作揖作揖作揖作揖展开全文
2018-12-14 08:17,#文明乘车有奖晒图#,文明乘车有奖晒图请各位候车乘客留心脚下的指示标志让出下车通道先下后上有序乘车恭喜你获得纪念票卡一枚作揖作揖作揖作揖作揖作揖
2018-12-14 07:39,#今日天气#,大连地铁今日天气晴间多云相对湿度偏北风转西南风级早上我市虽然会比较冷但是随着冷空气的撤离天气又将会恢复冬日的静谧阳光明媚温暖双休日我市上空云量又会时有增多天气以多云为主虽然阳光时隐时现但是一股颇具实力的暖空气将会短暂补位气温还会上一个台阶展开全文
2018-12-13 16:56,#小互动#,天子呼来不上船自称臣是酒中仙浪哥谬赞作揖作揖小白不才见笑啦新浪大连新浪大连大连地铁小编的前世难道是权倾朝野的大臣求生欲很强啊
2018-12-13 16:37,#小互动#,大连地铁小互动这样的小编是不是得扣工资允悲允悲允悲允悲允悲允悲
2018-12-13 16:29,#大连身边事#,今天是国祭日小编想用一句古诗表达对地域黑的态度本是同根生相煎何太急大连地铁大连地铁个人素质问题当然也是我们宣传不到位这个锅我们背作揖作揖作揖作揖作揖作揖文明大连文明乘车是基本同样文明大连也拒绝地域黑作揖作揖作揖作揖作揖作揖
2018-12-13 16:06,大连公安大连公安感谢地铁驻站民警的支持配合作揖作揖作揖作揖扫黑除恶执法为民
2018-12-13 15:37,大连地铁今天分左右地铁工作人员在人民广场去往海之韵方向的车厢内发现扫码女乘客请其下车遭到拒绝后立即联系了警方没过多久该女乘客在友好广场站被警察清下车并带到警务室进行了批评教育该女子承认错误并于分从友好广场口离开在这过程中该女乘客称自己受过专业培训具有很高的职业素展开全文
2018-12-13 14:11,#大连身边事#,个人素质问题当然也是我们宣传不到位这个锅我们背作揖作揖作揖作揖作揖作揖文明大连文明乘车是基本同样文明大连也拒绝地域黑作揖作揖作揖作揖作揖作揖
2018-12-13 11:37,#公交都市有我大连#,公交都市有我大连未来大连地铁依旧会为公交都市建设撸起袖子加油干作揖作揖作揖作揖
2018-12-13 07:52,#国家公祭日#,国家公祭日历史不会被忘记愿逝者安息和平永存
2018-12-12 22:38,#小互动#,大连地铁睡前小互动双十二都剁手了没
2018-12-12 20:29,#国家公祭日#,国家公祭日历史可以原谅不可遗忘
2018-12-12 19:08,#大连金麒麟论坛#,官宣了太开心太开心太开心太开心太开心太开心
2018-12-12 16:44,#大连金麒麟论坛#,大连地铁大连金麒麟论坛开心获奖啦太开心太开心感谢铁粉们长久的支持小编以后一定倍加努力加油加油同时也非常感谢新浪大连新浪大连握手握手握手握手小伙伴们猜猜照片中哪位是小编呀坏笑坏笑
2018-12-12 12:49,感觉二哈不拆家就不错了哪敢让它看家二哈二哈
2018-12-12 07:34,#气象信息#,大连地铁气象信息今天大连地区以晴为主但气温暂时没有摆脱冷空气的控制市区最高气温在最低气温虽然气温偏低但好在有阳光的陪伴体感会比昨天舒服一些预计周四冷空气将耗尽它的最后一丝能量周五开始气温会开启回升之旅届时市区全天气温在双休日天气多云转晴气温继续回升展开全文
2018-12-11 20:41,#小互动#,大连地铁小互动地铁上哪些不文明行为最让你深恶痛绝我打个样儿我最讨厌下图这种年轻力壮却想不劳而获的人就像野草一样野火烧不尽春风吹又生允悲允悲
2018-12-11 20:10,#大连爆料#,必须管扫黑除恶此风必杀立贴为证加油加油
2018-12-11 19:50,向老一辈科学家致敬从元的鞋子到现在的中国创造作为中国人真的感到自豪
2018-12-11 17:39,#文明乘车有奖晒图#,大连地铁争做文明大连人绿色出行我代言活动第二弹文明乘车有奖晒图实卡已到活动开始为了回馈多年来大连地铁微信微博粉丝即日起市民关注大连地铁官方微信微博通过微博私信微信随手拍向我们发送你在大连地铁里看到的文明的感人的暖心的照片并配一句话说明我们会在官方微展开全文
2018-12-11 14:45,哈哈哈哈哈哈哈哈二哈可耐但不能上地铁港铁深圳港铁深圳休闲驿站只能说不愧是二哈笑笑笑笑笑笑
2018-12-11 14:24,回复怎么滴也要和锦鲤挨上怎么滴也要和锦鲤挨上是啊我们也很纠结一只无拘无束的小野猫已经习惯了咸鱼野合的美好生活这一次被人收养肯定没有以前自由了但考虑到外面冰天雪地如果贸然让它回归自然这是放生还是杀生所以本着对生命负责的态度只能暂时牺牲它的自由希望有一天它有机会选择自己想要的生活回见小兴
2018-12-11 12:40,#微博公开课#,地铁站和列车都属于禁烟区吸烟有害健康为了您和家人的健康请尽早戒烟加油加油加油加油加油加油
2018-12-11 10:15,#小兴好运#,回复噬魂孤狼噬魂孤狼扶你上墙噬魂孤狼噬魂孤狼或许未来还会有很多流浪猫狗进入地铁站取暖还是劝诫人类不要因为你不喜欢或者没时间等一些原因就不养随意的把它们扔在大街上它们也是一条条生命生命就应该得到应有的尊重既然当初养了它们就应该为此负责
2018-12-11 10:03,#小兴好运#,大连地铁小兴好运关心小猫的各位亲小兴昨晚已被找到生龙活虎野性不改目前车站已联系了一家动物爱心收养机构小兴即将告别流浪生活对不起小兴虽然大家都很喜欢你都想让你留下但考虑到乘客安全地铁车站禁止携带圈养宠物所以你还是我们的荣誉站长好运抱抱抱抱抱抱抱抱
2018-12-11 07:58,#地铁人的凌晨四点#,大连地铁地铁人的凌晨四点司机篇大连地铁的秒拍视频大连地铁的秒拍视频
2018-12-11 06:38,#气象信息#,大连地铁气象信息今日有中雪气温小幅降今天受高空槽及其所携带的冷空气影响我市天气阴转多云风雪大戏再度上演各地降雪量分布不均大连旅顺金普新区长海有中雪瓦房店普兰店庄河长兴岛有小雪东北风到级中午增强到级阵风级夜间转偏北风到级无助的气温备受打压市区展开全文
2018-12-11 06:15,#备战风雪看我们#,大连地铁备战风雪看我们他们是谁他们在干嘛
2018-12-11 05:56,#备战风雪看我们#,大连地铁备战风雪看我们不得不自夸一下这么大的广场已经清理干净车站的工作人员真的是起得早效率高赞赞赞赞赞赞
2018-12-11 05:51,大连地铁温馨提示因为路面仍有积雪希望小伙伴们可以早一些出门同时出门在外请注意安全给你小心心给你小心心
2018-12-11 05:45,#备战风雪看我们#,备战风雪看我们市内零星小雪各地铁各线路运营车辆均已准点上线运行各车站出入口均开始清理积雪保证市民出行顺畅
2018-12-11 05:43,#备战风雪看我们#,大连地铁备战风雪看我们早安目前各车站扫雪完毕静候大家天冷路滑请小心慢行
2018-12-10 22:31,大连地铁希望明儿不要下大雪呀其实下了也不怕因为我们做了万全准备助力大家出行亲们晚安哈哈哈哈
2018-12-10 19:46,#备车信息#,大连地铁备车信息明天又下雪泪泪地铁车辆准备信息来了日号线安排列车列备车列号线安排列车列备车列车号安排列车列备车列号线续建线安排列车列备车列号线安排列车列备车列预备司机随时待命做好加车准备如遇突发大客流回库列车将继续投入运营加油加油
2018-12-10 17:08,大连地铁人民广场地铁站正式成立菁翠品牌工作室该工作室致力于打造滨城地铁最佳服务品牌为广大乘客提供贴心服务急乘客之所急想乘客之所想目前推出畅行清心暖心三大系列活动每一项活动都从心出发诚意为您其中畅行活动免费为小伙伴们发放宣传折页就是下图的这种对展开全文
2018-12-10 15:38,青春万岁哈哈哈哈天气预报说今儿晚还有雪小编感觉可信度不太高呦
2018-12-10 14:06,吃点核桃补补脑偷笑偷笑至于微信查实时动态待我们好好打算打算看能不能行握手握手矮油很棒哦耳机也没带赞赞打脸打脸
2018-12-10 13:54,很服气看到第一个就跪了跪了跪了
2018-12-10 07:49,又到周一啦不知周末都过得咋样啊太阳太阳一大波努力刻苦上进的上班族上班族学生党学生党从乘坐地铁开始开启一周忙碌充实的生活加油加油加油加油
2018-12-09 22:45,#地铁天棚救猫进行时#,回复窝窝奶糖窝窝奶糖其实你这么想可以理解但不把小猫找出来它要是饿坏了咬坏电线什么的是会威胁到地铁运营安全的而且那毕竟也是一条生命放任不管任其自生自灭良心难安不说如果不幸饿死尸体发臭影响的还不是市民乘客的乘车环境所以于公于私都要找到作揖作揖作揖作揖作揖作揖
2018-12-09 22:34,大连地铁一天的运营结束祝各位晚安好梦大连地铁的秒拍视频大连地铁的秒拍视频
2018-12-09 21:49,#小互动#,大连地铁小互动在地铁里遇到喜欢的人你会怎么办性骚扰的请直接去自首宝宝的少女心
2018-12-09 21:37,#地铁天棚救猫进行时#,大连地铁地铁天棚救猫进行时目前小猫已经不在扶梯下方的三角房缝隙里了可能是跑到别的地方去了兴工街车站的员工在晚上收车后再继续寻找感谢各位的关注一有猫咪的最新消息我们会及时发布的小兴晚安晚上不要乱跑了哦早点出来给我们当荣誉站长吧喵喵喵喵喵喵喵喵喵喵喵喵
2018-12-09 21:08,#大连生活#,在地铁内丢东西不要担心不仅有我们的工作人员会给予您帮助大连地铁微信公众号内也有相关功能可以帮您找遗失物品感谢大连旅游指南大连旅游指南帮忙介绍该功能作揖作揖作揖作揖
2018-12-09 20:18,#大连身边事#,回复熊猫大憨啃叶子熊猫大憨啃叶子又咬又挠的两个员工去医院打针了允悲允悲还救吗喵喵喵喵熊猫大憨啃叶子熊猫大憨啃叶子回复大连地铁大连地铁救出来了吗
2018-12-09 20:06,#大连身边事#,回复隐形肾死了隐形肾死了两个一个被咬了一个被挠了捂脸捂脸评论配图隐形肾死了隐形肾死了记得打针啊允悲允悲大连地铁大连地铁我们有员工被猫挠了泪泪泪泪泪泪太精彩了吃瓜吃瓜大连地铁大连地铁人民日报人民日报我们在找猫人民日报感兴趣吗
